,timestamp,location_id,device_id,variable1,variable2,variable3,variable4,variable5
1511,2020-07-03 02:28:56,10,1,2.213,0.034,0.118,0.117,61.35
1512,2020-07-03 02:29:14,10,4,1.616,0.065,0.121,0.18,55.53
1513,2020-07-03 02:29:18,10,3,1.688,0.069,0.173,0.173,59.26
1514,2020-07-03 02:31:14,10,2,1.269,0.071,0.146,0.167,56.75
1515,2020-07-03 02:38:51,10,5,1.646,0.087,0.13,0.113,57.43
1516,2020-07-03 02:38:56,10,1,1.869,0.06,0.198,0.097,54.7
1517,2020-07-03 02:39:14,10,4,1.59,0.083,0.211,0.087,59.65
1518,2020-07-03 02:39:22,10,3,2.03,0.076,0.162,0.17,52.05
1519,2020-07-03 02:41:10,10,2,1.567,0.077,0.165,0.097,57.43
1520,2020-07-03 02:48:53,10,5,2.066,0.056,0.205,0.153,55.8
1521,2020-07-03 02:48:58,10,1,1.123,0.062,0.14,0.133,51.45
1522,2020-07-03 02:49:19,10,4,1.723,0.053,0.186,0.173,58.57
1523,2020-07-03 02:49:27,10,3,1.193,0.03,0.112,0.127,54.18
1524,2020-07-03 02:51:08,10,2,1.971,0.075,0.15,0.157,54.55
1525,2020-07-03 02:58:51,10,5,1.157,0.075,0.137,0.15,53.21
1526,2020-07-03 02:58:57,10,1,1.472,0.048,0.205,0.15,59.83
1527,2020-07-03 02:59:23,10,4,1.554,0.103,0.171,0.123,52.21
1528,2020-07-03 02:59:25,10,3,1.814,0.041,0.164,0.123,54.64
1529,2020-07-03 03:01:03,10,2,1.875,0.113,0.192,0.193,54.38
1530,2020-07-03 03:08:49,10,5,1.68,0.041,0.129,0.13,57.4
1531,2020-07-03 03:08:54,10,1,2.185,0.061,0.204,0.177,55.9
1532,2020-07-03 03:09:21,10,3,1.817,0.076,0.223,0.14,51.72
1533,2020-07-03 03:09:28,10,4,2.072,0.038,0.17,0.187,60.93
1534,2020-07-03 03:10:59,10,2,1.949,0.045,0.206,0.157,60.06
1535,2020-07-03 03:18:48,10,5,1.62,0.049,0.113,0.127,56.89
1536,2020-07-03 03:18:55,10,1,2.089,0.087,0.193,0.127,58.63
1537,2020-07-03 03:19:26,10,3,1.037,0.08,0.136,0.107,61.36
1538,2020-07-03 03:19:29,10,4,1.32,0.118,0.142,0.183,53.51
1539,2020-07-03 03:21:03,10,2,1.732,0.088,0.103,0.18,55.0
1540,2020-07-03 03:28:51,10,5,1.528,0.065,0.169,0.18,59.32
1541,2020-07-03 03:28:57,10,1,2.072,0.071,0.145,0.123,51.68
1542,2020-07-03 03:29:23,10,3,1.819,0.079,0.128,0.163,51.91
1543,2020-07-03 03:29:28,10,4,1.617,0.078,0.134,0.157,60.56
1544,2020-07-03 03:31:02,10,2,2.227,0.047,0.132,0.163,52.86
1545,2020-07-03 03:38:54,10,5,1.902,0.1,0.189,0.123,57.89
1546,2020-07-03 03:38:59,10,1,1.248,0.064,0.156,0.16,53.32
1547,2020-07-03 03:39:22,10,3,1.372,0.116,0.219,0.133,58.0
1548,2020-07-03 03:39:29,10,4,1.434,0.07,0.12,0.2,60.54
1549,2020-07-03 03:41:06,10,2,1.413,0.099,0.174,0.107,55.5
1550,2020-07-03 03:48:53,10,5,1.225,0.039,0.117,0.147,56.75
1551,2020-07-03 03:48:58,10,1,1.982,0.074,0.11,0.083,57.28
1552,2020-07-03 03:49:23,10,3,2.114,0.075,0.169,0.12,59.49
1553,2020-07-03 03:49:34,10,4,2.256,0.051,0.183,0.08,59.06
1554,2020-07-03 03:51:04,10,2,1.192,0.116,0.22,0.113,52.33
1555,2020-07-03 03:58:58,10,5,1.576,0.061,0.128,0.19,58.0
1556,2020-07-03 03:59:00,10,1,2.222,0.072,0.218,0.187,54.98
1557,2020-07-03 03:59:27,10,3,1.664,0.073,0.111,0.177,55.59
1558,2020-07-03 03:59:36,10,4,1.845,0.1,0.152,0.11,55.71
1559,2020-07-03 04:01:00,10,2,1.354,0.063,0.149,0.177,60.29
1560,2020-07-03 04:08:57,10,5,2.245,0.051,0.143,0.173,53.2
1561,2020-07-03 04:08:58,10,1,1.206,0.076,0.121,0.157,56.45
1562,2020-07-03 04:09:25,10,3,1.405,0.104,0.217,0.14,58.07
1563,2020-07-03 04:09:33,10,4,1.942,0.087,0.151,0.213,54.94
1564,2020-07-03 04:10:59,10,2,1.02,0.088,0.148,0.117,51.66
1565,2020-07-03 04:18:54,10,5,2.274,0.069,0.178,0.147,52.2
1566,2020-07-03 04:18:55,10,1,1.516,0.055,0.148,0.177,51.89
1567,2020-07-03 04:19:22,10,3,1.696,0.079,0.167,0.13,61.24
1568,2020-07-03 04:19:32,10,4,1.514,0.055,0.105,0.073,55.89
1569,2020-07-03 04:20:55,10,2,1.72,0.079,0.124,0.143,54.54
1570,2020-07-03 04:28:50,10,5,1.661,0.091,0.149,0.137,52.23
1571,2020-07-03 04:28:59,10,1,1.398,0.048,0.159,0.157,53.49
1572,2020-07-03 04:29:22,10,3,1.716,0.097,0.207,0.177,54.37
1573,2020-07-03 04:29:29,10,4,1.932,0.095,0.129,0.093,52.96
1574,2020-07-03 04:30:59,10,2,1.892,0.078,0.203,0.167,56.41
1575,2020-07-03 04:38:45,10,5,1.877,0.066,0.161,0.177,53.76
1576,2020-07-03 04:38:57,10,1,2.094,0.082,0.183,0.173,54.38
1577,2020-07-03 04:39:27,10,3,1.739,0.083,0.185,0.153,56.85
1578,2020-07-03 04:39:31,10,4,1.006,0.043,0.116,0.16,57.86
1579,2020-07-03 04:41:00,10,2,1.308,0.078,0.171,0.103,54.58
1580,2020-07-03 04:48:47,10,5,1.234,0.082,0.19,0.097,53.24
1581,2020-07-03 04:48:54,10,1,1.458,0.035,0.131,0.143,57.58
1582,2020-07-03 04:49:28,10,3,1.57,0.081,0.177,0.15,52.02
1583,2020-07-03 04:49:30,10,4,1.267,0.093,0.164,0.157,57.68
1584,2020-07-03 04:51:05,10,2,2.019,0.072,0.169,0.093,58.03
1585,2020-07-03 04:58:42,10,5,2.234,0.068,0.1,0.157,57.53
1586,2020-07-03 04:58:52,10,1,1.247,0.037,0.162,0.113,60.04
1587,2020-07-03 04:59:26,10,3,1.896,0.102,0.162,0.143,61.82
1588,2020-07-03 04:59:33,10,4,1.399,0.095,0.199,0.107,54.3
1589,2020-07-03 05:01:08,10,2,1.778,0.072,0.162,0.17,55.45
1590,2020-07-03 05:08:45,10,5,1.15,0.111,0.155,0.113,51.99
1591,2020-07-03 05:08:57,10,1,2.26,0.101,0.131,0.14,61.46
1592,2020-07-03 05:09:21,10,3,1.024,0.1,0.131,0.15,59.0
1593,2020-07-03 05:09:32,10,4,1.439,0.042,0.204,0.15,53.05
1594,2020-07-03 05:11:06,10,2,1.356,0.049,0.204,0.147,59.49
1595,2020-07-03 05:18:42,10,5,1.297,0.057,0.114,0.14,58.01
1596,2020-07-03 05:18:53,10,1,1.468,0.089,0.141,0.153,56.93
1597,2020-07-03 05:19:21,10,3,1.11,0.089,0.139,0.187,55.17
1598,2020-07-03 05:19:37,10,4,1.443,0.096,0.129,0.157,55.62
1599,2020-07-03 05:21:01,10,2,1.194,0.069,0.147,0.167,56.02
1600,2020-07-03 05:28:37,10,5,1.822,0.07,0.205,0.15,61.19
1601,2020-07-03 05:28:51,10,1,1.135,0.087,0.175,0.14,59.52
1602,2020-07-03 05:29:19,10,3,1.807,0.05,0.193,0.163,55.13
1603,2020-07-03 05:29:39,10,4,1.916,0.092,0.183,0.107,56.09
1604,2020-07-03 05:30:56,10,2,1.376,0.066,0.168,0.12,60.71
1605,2020-07-03 05:38:33,10,5,1.909,0.097,0.196,0.167,53.63
1606,2020-07-03 05:38:52,10,1,1.704,0.075,0.137,0.103,60.52
1607,2020-07-03 05:39:16,10,3,1.466,0.064,0.2,0.15,60.59
1608,2020-07-03 05:39:41,10,4,1.34,0.068,0.14,0.117,55.49
1609,2020-07-03 05:40:58,10,2,1.308,0.053,0.197,0.147,54.99
1610,2020-07-03 05:48:33,10,5,1.596,0.045,0.168,0.083,54.45
1611,2020-07-03 05:48:48,10,1,1.95,0.087,0.18,0.177,58.71
1612,2020-07-03 05:49:17,10,3,1.592,0.11,0.213,0.11,52.43
1613,2020-07-03 05:49:37,10,4,1.466,0.084,0.192,0.123,58.34
1614,2020-07-03 05:50:56,10,2,1.699,0.105,0.183,0.153,52.77
1615,2020-07-03 05:58:29,10,5,1.975,0.114,0.193,0.103,53.49
1616,2020-07-03 05:58:45,10,1,2.027,0.068,0.2,0.153,57.48
1617,2020-07-03 05:59:14,10,3,1.9,0.045,0.124,0.163,54.65
1618,2020-07-03 05:59:41,10,4,2.017,0.079,0.219,0.167,59.07
1619,2020-07-03 06:00:58,10,2,1.155,0.059,0.201,0.103,60.23
1620,2020-07-03 06:08:28,10,5,1.262,0.074,0.142,0.147,56.59
1621,2020-07-03 06:08:45,10,1,1.376,0.078,0.151,0.153,55.33
1622,2020-07-03 06:09:11,10,3,1.166,0.091,0.198,0.09,53.49
1623,2020-07-03 06:09:45,10,4,1.66,0.08,0.142,0.163,59.62
1624,2020-07-03 06:11:03,10,2,2.094,0.097,0.17,0.17,57.39
1625,2020-07-03 06:18:31,10,5,1.827,0.095,0.178,0.173,59.24
1626,2020-07-03 06:18:45,10,1,1.244,0.083,0.137,0.133,55.76
1627,2020-07-03 06:19:06,10,3,2.197,0.108,0.196,0.147,57.46
1628,2020-07-03 06:19:41,10,4,1.115,0.094,0.219,0.127,53.77
1629,2020-07-03 06:21:04,10,2,1.892,0.12,0.196,0.2,55.34
1630,2020-07-03 06:28:26,10,5,1.282,0.067,0.17,0.123,58.15
1631,2020-07-03 06:28:50,10,1,1.283,0.08,0.224,0.13,53.6
1632,2020-07-03 06:29:02,10,3,1.809,0.037,0.199,0.09,59.68
1633,2020-07-03 06:29:46,10,4,1.447,0.077,0.189,0.16,57.08
1634,2020-07-03 06:31:07,10,2,1.542,0.103,0.199,0.16,58.54
1635,2020-07-03 06:38:30,10,5,1.737,0.105,0.199,0.173,59.67
1636,2020-07-03 06:38:47,10,1,1.517,0.076,0.216,0.167,52.89
1637,2020-07-03 06:39:06,10,3,1.507,0.045,0.154,0.11,56.36
1638,2020-07-03 06:39:51,10,4,1.251,0.063,0.123,0.163,59.5
1639,2020-07-03 06:41:12,10,2,1.913,0.075,0.184,0.073,60.28
1640,2020-07-03 06:48:34,10,5,1.589,0.105,0.118,0.1,52.35
1641,2020-07-03 06:48:51,10,1,1.575,0.083,0.203,0.1,59.94
1642,2020-07-03 06:49:11,10,3,1.729,0.066,0.176,0.123,56.58
1643,2020-07-03 06:49:56,10,4,1.363,0.059,0.119,0.127,58.91
1644,2020-07-03 06:51:17,10,2,1.682,0.076,0.196,0.167,55.29
1645,2020-07-03 06:58:29,10,5,1.975,0.031,0.185,0.17,54.85
1646,2020-07-03 06:58:47,10,1,1.554,0.09,0.179,0.113,53.7
1647,2020-07-03 06:59:14,10,3,1.489,0.059,0.182,0.12,58.1
1648,2020-07-03 06:59:53,10,4,1.612,0.11,0.206,0.213,59.77
1649,2020-07-03 07:01:14,10,2,1.856,0.072,0.208,0.15,56.68
1650,2020-07-03 07:08:29,10,5,1.154,0.1,0.201,0.123,54.35
1651,2020-07-03 07:08:48,10,1,1.999,0.045,0.187,0.133,59.33
1652,2020-07-03 07:09:16,10,3,1.166,0.106,0.205,0.1,58.87
1653,2020-07-03 07:09:50,10,4,1.215,0.101,0.138,0.137,58.71
1654,2020-07-03 07:11:10,10,2,1.8,0.075,0.155,0.16,61.56
1655,2020-07-03 07:18:27,10,5,1.313,0.11,0.137,0.167,61.65
1656,2020-07-03 07:18:53,10,1,1.251,0.058,0.204,0.09,57.18
1657,2020-07-03 07:19:18,10,3,1.861,0.088,0.196,0.14,52.0
1658,2020-07-03 07:19:46,10,4,1.924,0.073,0.199,0.103,54.78
1659,2020-07-03 07:21:07,10,2,1.881,0.074,0.154,0.117,55.13
1660,2020-07-03 07:28:32,10,5,1.318,0.092,0.197,0.147,51.88
1661,2020-07-03 07:28:55,10,1,1.945,0.091,0.16,0.177,57.12
1662,2020-07-03 07:29:22,10,3,1.921,0.102,0.184,0.157,52.92
1663,2020-07-03 07:29:48,10,4,1.996,0.054,0.187,0.127,58.25
1664,2020-07-03 07:31:08,10,2,1.904,0.078,0.163,0.197,57.72
1665,2020-07-03 07:38:28,10,5,1.684,0.077,0.188,0.157,56.96
1666,2020-07-03 07:38:50,10,1,1.331,0.086,0.185,0.123,52.9
1667,2020-07-03 07:39:26,10,3,1.892,0.09,0.175,0.163,59.19
1668,2020-07-03 07:39:47,10,4,1.603,0.068,0.172,0.087,54.79
1669,2020-07-03 07:41:04,10,2,2.12,0.068,0.172,0.133,60.42
1670,2020-07-03 07:48:27,10,5,2.179,0.099,0.155,0.103,52.06
1671,2020-07-03 07:48:50,10,1,1.303,0.068,0.19,0.16,60.46
1672,2020-07-03 07:49:28,10,3,1.957,0.093,0.208,0.127,53.97
1673,2020-07-03 07:49:46,10,4,2.103,0.063,0.126,0.193,52.09
1674,2020-07-03 07:51:07,10,2,1.939,0.075,0.192,0.113,53.06
1675,2020-07-03 07:58:28,10,5,1.789,0.083,0.158,0.16,52.35
1676,2020-07-03 07:58:52,10,1,1.479,0.03,0.114,0.137,52.86
1677,2020-07-03 07:59:29,10,3,1.411,0.073,0.158,0.097,52.02
1678,2020-07-03 07:59:41,10,4,1.642,0.065,0.164,0.15,55.92
1679,2020-07-03 08:01:02,10,2,2.094,0.067,0.163,0.16,59.56
1680,2020-07-03 08:08:24,10,5,1.6,0.079,0.125,0.1,56.18
1681,2020-07-03 08:08:52,10,1,1.064,0.113,0.201,0.09,59.3
1682,2020-07-03 08:09:24,10,3,1.528,0.096,0.172,0.17,53.49
1683,2020-07-03 08:09:40,10,4,2.17,0.102,0.109,0.11,54.72
1684,2020-07-03 08:11:03,10,2,2.026,0.072,0.146,0.12,61.07
1685,2020-07-03 08:18:26,10,5,1.622,0.042,0.198,0.12,54.38
1686,2020-07-03 08:18:56,10,1,1.394,0.072,0.115,0.167,56.38
1687,2020-07-03 08:19:24,10,3,1.155,0.082,0.118,0.147,58.95
1688,2020-07-03 08:19:35,10,4,1.971,0.078,0.203,0.113,52.82
1689,2020-07-03 08:21:07,10,2,2.219,0.058,0.186,0.163,54.74
1690,2020-07-03 08:28:22,10,5,1.371,0.052,0.185,0.173,56.83
1691,2020-07-03 08:28:52,10,1,1.574,0.06,0.176,0.16,57.07
1692,2020-07-03 08:29:19,10,3,2.034,0.042,0.176,0.203,57.15
1693,2020-07-03 08:29:38,10,4,1.573,0.071,0.21,0.16,60.43
1694,2020-07-03 08:31:10,10,2,1.442,0.089,0.197,0.137,54.44
1695,2020-07-03 08:38:17,10,5,1.579,0.093,0.195,0.12,58.03
1696,2020-07-03 08:38:52,10,1,1.455,0.075,0.199,0.09,60.47
1697,2020-07-03 08:39:22,10,3,1.346,0.099,0.174,0.12,55.89
1698,2020-07-03 08:39:42,10,4,1.432,0.079,0.156,0.143,51.8
1699,2020-07-03 08:41:13,10,2,1.292,0.093,0.154,0.11,59.76
1700,2020-07-03 08:48:14,10,5,1.218,0.057,0.122,0.09,55.39
1701,2020-07-03 08:48:47,10,1,1.649,0.09,0.153,0.18,55.98
1702,2020-07-03 08:49:17,10,3,1.621,0.057,0.155,0.14,58.54
1703,2020-07-03 08:49:38,10,4,1.183,0.061,0.173,0.153,52.45
1704,2020-07-03 08:51:16,10,2,1.886,0.067,0.175,0.07,53.25
1705,2020-07-03 08:58:12,10,5,1.92,0.067,0.191,0.177,59.44
1706,2020-07-03 08:58:50,10,1,1.063,0.072,0.187,0.087,56.22
1707,2020-07-03 08:59:14,10,3,1.318,0.09,0.172,0.123,58.68
1708,2020-07-03 08:59:37,10,4,1.242,0.053,0.154,0.14,54.01
1709,2020-07-03 09:01:16,10,2,1.458,0.065,0.13,0.157,59.74
1710,2020-07-03 09:08:08,10,5,1.958,0.087,0.139,0.173,52.74
1711,2020-07-03 09:08:51,10,1,1.905,0.097,0.207,0.187,55.91
1712,2020-07-03 09:09:19,10,3,1.446,0.072,0.223,0.203,60.25
1713,2020-07-03 09:09:35,10,4,1.29,0.056,0.197,0.087,58.43
1714,2020-07-03 09:11:14,10,2,1.494,0.081,0.2,0.153,52.38
1715,2020-07-03 09:18:13,10,5,1.866,0.074,0.197,0.16,56.21
1716,2020-07-03 09:18:52,10,1,1.311,0.06,0.155,0.19,56.54
1717,2020-07-03 09:19:18,10,3,1.607,0.11,0.145,0.187,52.03
1718,2020-07-03 09:19:36,10,4,1.661,0.107,0.178,0.13,61.44
1719,2020-07-03 09:21:17,10,2,1.454,0.041,0.208,0.113,56.16
1720,2020-07-03 09:28:08,10,5,2.217,0.11,0.175,0.133,56.07
1721,2020-07-03 09:28:51,10,1,1.579,0.085,0.171,0.097,57.92
1722,2020-07-03 09:29:13,10,3,1.794,0.095,0.173,0.163,57.73
1723,2020-07-03 09:29:34,10,4,1.555,0.063,0.203,0.15,55.33
1724,2020-07-03 09:31:19,10,2,2.288,0.086,0.197,0.14,59.22
1725,2020-07-03 09:38:11,10,5,1.514,0.061,0.131,0.163,53.19
1726,2020-07-03 09:38:55,10,1,1.319,0.065,0.147,0.13,54.77
1727,2020-07-03 09:39:14,10,3,1.835,0.111,0.162,0.13,58.06
1728,2020-07-03 09:39:36,10,4,1.55,0.085,0.199,0.193,58.92
1729,2020-07-03 09:41:22,10,2,1.865,0.09,0.203,0.173,56.71
1730,2020-07-03 09:48:10,10,5,1.078,0.084,0.151,0.143,56.49
1731,2020-07-03 09:49:00,10,1,2.228,0.102,0.172,0.147,53.29
1732,2020-07-03 09:49:19,10,3,1.711,0.065,0.156,0.167,57.56
1733,2020-07-03 09:49:34,10,4,1.704,0.073,0.121,0.147,55.94
1734,2020-07-03 09:51:19,10,2,1.745,0.059,0.154,0.153,57.22
1735,2020-07-03 09:58:14,10,5,1.8,0.077,0.198,0.09,58.58
1736,2020-07-03 09:59:02,10,1,1.664,0.112,0.15,0.143,57.62
1737,2020-07-03 09:59:18,10,3,1.403,0.067,0.142,0.103,56.46
1738,2020-07-03 09:59:33,10,4,2.027,0.119,0.187,0.207,59.75
1739,2020-07-03 10:01:24,10,2,1.462,0.066,0.151,0.09,56.97
1740,2020-07-03 10:08:16,10,5,1.65,0.046,0.219,0.093,57.87
1741,2020-07-03 10:09:01,10,1,1.975,0.074,0.155,0.103,58.66
1742,2020-07-03 10:09:16,10,3,1.454,0.119,0.181,0.137,57.75
1743,2020-07-03 10:09:29,10,4,1.327,0.079,0.194,0.187,60.96
1744,2020-07-03 10:11:29,10,2,1.488,0.079,0.201,0.14,57.58
1745,2020-07-03 10:18:20,10,5,2.121,0.101,0.175,0.15,60.37
1746,2020-07-03 10:19:00,10,1,1.964,0.083,0.223,0.15,52.84
1747,2020-07-03 10:19:20,10,3,2.265,0.076,0.137,0.157,59.77
1748,2020-07-03 10:19:24,10,4,2.135,0.066,0.184,0.09,54.59
1749,2020-07-03 10:21:24,10,2,1.512,0.075,0.217,0.073,54.53
1750,2020-07-03 10:28:19,10,5,1.39,0.034,0.132,0.137,57.11
1751,2020-07-03 10:29:00,10,1,1.739,0.057,0.197,0.147,60.11
1752,2020-07-03 10:29:22,10,3,1.642,0.089,0.191,0.157,60.85
1753,2020-07-03 10:29:27,10,4,1.601,0.045,0.176,0.14,54.56
1754,2020-07-03 10:31:20,10,2,1.801,0.1,0.211,0.157,61.05
1755,2020-07-03 10:38:17,10,5,1.498,0.073,0.17,0.123,56.7
1756,2020-07-03 10:39:05,10,1,2.151,0.089,0.107,0.2,58.07
1757,2020-07-03 10:39:18,10,3,1.593,0.053,0.131,0.147,52.55
1758,2020-07-03 10:39:22,10,4,1.188,0.072,0.151,0.157,57.11
1759,2020-07-03 10:41:24,10,2,1.873,0.052,0.177,0.1,57.63
1760,2020-07-03 10:48:12,10,5,1.606,0.086,0.126,0.163,58.86
1761,2020-07-03 10:49:08,10,1,1.65,0.103,0.19,0.09,56.28
1762,2020-07-03 10:49:22,10,3,1.353,0.102,0.18,0.15,59.85
1763,2020-07-03 10:49:26,10,4,1.879,0.038,0.216,0.123,57.64
1764,2020-07-03 10:51:20,10,2,1.544,0.098,0.177,0.173,53.32
1765,2020-07-03 10:58:08,10,5,1.945,0.09,0.144,0.157,51.63
1766,2020-07-03 10:59:10,10,1,1.304,0.085,0.12,0.16,54.87
1767,2020-07-03 10:59:24,10,4,1.64,0.031,0.159,0.213,58.85
1768,2020-07-03 10:59:27,10,3,1.226,0.052,0.142,0.147,55.24
1769,2020-07-03 11:01:25,10,2,1.073,0.079,0.125,0.167,55.07
1770,2020-07-03 11:08:13,10,5,1.355,0.048,0.175,0.1,60.28
1771,2020-07-03 11:09:11,10,1,1.647,0.069,0.168,0.193,60.7
1772,2020-07-03 11:09:22,10,3,1.757,0.077,0.17,0.143,59.18
1773,2020-07-03 11:09:23,10,4,1.937,0.046,0.149,0.15,53.55
1774,2020-07-03 11:11:29,10,2,1.306,0.095,0.13,0.15,59.92
1775,2020-07-03 11:18:13,10,5,1.12,0.03,0.19,0.14,58.64
1776,2020-07-03 11:19:11,10,1,1.427,0.085,0.157,0.09,55.44
1777,2020-07-03 11:19:27,10,3,1.061,0.068,0.14,0.217,58.8
1778,2020-07-03 11:19:28,10,4,1.736,0.044,0.172,0.17,57.51
1779,2020-07-03 11:21:25,10,2,1.539,0.078,0.174,0.13,60.69
1780,2020-07-03 11:28:15,10,5,1.486,0.032,0.117,0.17,56.39
1781,2020-07-03 11:29:10,10,1,1.9,0.051,0.158,0.13,57.09
1782,2020-07-03 11:29:23,10,3,1.955,0.057,0.206,0.17,59.31
1783,2020-07-03 11:29:29,10,4,2.057,0.035,0.127,0.18,56.5
1784,2020-07-03 11:31:29,10,2,1.349,0.085,0.135,0.167,60.32
1785,2020-07-03 11:38:11,10,5,2.165,0.09,0.185,0.157,57.48
1786,2020-07-03 11:39:09,10,1,1.872,0.081,0.173,0.113,57.02
1787,2020-07-03 11:39:25,10,4,1.501,0.094,0.117,0.14,60.73
1788,2020-07-03 11:39:27,10,3,1.773,0.119,0.208,0.097,57.14
1789,2020-07-03 11:41:30,10,2,1.98,0.075,0.144,0.12,54.07
1790,2020-07-03 11:48:06,10,5,2.126,0.074,0.148,0.137,61.27
1791,2020-07-03 11:49:14,10,1,1.763,0.04,0.2,0.163,52.88
1792,2020-07-03 11:49:27,10,4,1.338,0.078,0.136,0.093,61.2
1793,2020-07-03 11:49:31,10,3,1.348,0.077,0.189,0.113,58.95
1794,2020-07-03 11:51:26,10,2,1.81,0.089,0.197,0.12,56.38
1795,2020-07-03 11:58:07,10,5,1.331,0.053,0.226,0.167,54.01
1796,2020-07-03 11:59:11,10,1,1.509,0.119,0.113,0.13,60.21
1797,2020-07-03 11:59:26,10,4,1.337,0.063,0.212,0.187,57.18
1798,2020-07-03 11:59:34,10,3,1.85,0.088,0.115,0.203,59.59
1799,2020-07-03 12:01:29,10,2,2.002,0.071,0.138,0.153,60.65
1800,2020-07-03 12:08:08,10,5,1.657,0.035,0.18,0.163,58.71
1801,2020-07-03 12:09:13,10,1,1.395,0.056,0.158,0.133,54.04
1802,2020-07-03 12:09:27,10,4,1.708,0.078,0.167,0.15,51.38
1803,2020-07-03 12:09:36,10,3,2.114,0.046,0.131,0.173,59.48
1804,2020-07-03 12:11:28,10,2,2.069,0.087,0.221,0.133,57.73
1805,2020-07-03 12:18:12,10,5,1.392,0.04,0.154,0.113,54.05
1806,2020-07-03 12:19:15,10,1,2.154,0.062,0.129,0.157,53.27
1807,2020-07-03 12:19:32,10,4,1.705,0.042,0.148,0.15,51.42
1808,2020-07-03 12:19:34,10,3,1.9,0.094,0.153,0.203,56.99
1809,2020-07-03 12:21:25,10,2,1.519,0.046,0.143,0.183,51.65
1810,2020-07-03 12:28:17,10,5,2.152,0.078,0.208,0.2,52.79
1811,2020-07-03 12:29:12,10,1,1.924,0.101,0.15,0.18,60.58
1812,2020-07-03 12:29:27,10,4,1.898,0.113,0.149,0.183,54.95
1813,2020-07-03 12:29:36,10,3,1.948,0.072,0.161,0.113,53.51
1814,2020-07-03 12:31:23,10,2,1.229,0.055,0.12,0.17,56.81
1815,2020-07-03 12:38:17,10,5,1.601,0.09,0.13,0.12,51.99
1816,2020-07-03 12:39:13,10,1,1.393,0.064,0.22,0.12,52.45
1817,2020-07-03 12:39:23,10,4,2.012,0.065,0.137,0.19,59.16
1818,2020-07-03 12:39:34,10,3,1.635,0.095,0.201,0.11,57.46
1819,2020-07-03 12:41:24,10,2,1.737,0.064,0.182,0.137,59.51
1820,2020-07-03 12:48:20,10,5,1.82,0.075,0.165,0.15,60.17
1821,2020-07-03 12:49:17,10,1,1.305,0.066,0.208,0.17,53.91
1822,2020-07-03 12:49:27,10,4,1.218,0.079,0.168,0.16,59.92
1823,2020-07-03 12:49:39,10,3,1.734,0.101,0.194,0.1,53.27
1824,2020-07-03 12:51:27,10,2,1.31,0.09,0.135,0.1,57.1
1825,2020-07-03 12:58:16,10,5,1.246,0.079,0.211,0.127,57.69
1826,2020-07-03 12:59:13,10,1,1.28,0.119,0.168,0.137,55.62
1827,2020-07-03 12:59:29,10,4,1.891,0.09,0.199,0.12,60.03
1828,2020-07-03 12:59:36,10,3,2.085,0.034,0.19,0.13,57.2
1829,2020-07-03 13:01:28,10,2,1.984,0.109,0.146,0.14,60.09
1830,2020-07-03 13:08:19,10,5,2.013,0.095,0.179,0.15,57.65
1831,2020-07-03 13:09:10,10,1,1.74,0.041,0.228,0.147,52.42
1832,2020-07-03 13:09:27,10,4,1.458,0.075,0.181,0.193,52.4
1833,2020-07-03 13:09:34,10,3,1.005,0.075,0.124,0.16,55.18
1834,2020-07-03 13:11:27,10,2,1.898,0.052,0.212,0.163,57.05
1835,2020-07-03 13:18:17,10,5,1.825,0.092,0.125,0.14,53.18
1836,2020-07-03 13:19:15,10,1,1.862,0.069,0.187,0.087,57.9
1837,2020-07-03 13:19:23,10,4,1.817,0.077,0.134,0.137,58.88
1838,2020-07-03 13:19:31,10,3,2.058,0.058,0.215,0.193,55.4
1839,2020-07-03 13:21:29,10,2,1.674,0.064,0.123,0.137,51.8
1840,2020-07-03 13:28:21,10,5,1.758,0.112,0.199,0.177,53.11
1841,2020-07-03 13:29:14,10,1,1.989,0.063,0.217,0.19,51.65
1842,2020-07-03 13:29:26,10,3,1.678,0.078,0.194,0.1,54.54
1843,2020-07-03 13:29:26,10,4,1.992,0.084,0.19,0.12,60.07
1844,2020-07-03 13:31:34,10,2,1.851,0.071,0.171,0.143,54.59
1845,2020-07-03 13:38:17,10,5,1.641,0.062,0.177,0.13,53.36
1846,2020-07-03 13:39:19,10,1,1.995,0.073,0.118,0.153,59.46
1847,2020-07-03 13:39:22,10,4,1.648,0.07,0.123,0.153,60.11
1848,2020-07-03 13:39:28,10,3,1.937,0.051,0.211,0.167,54.04
1849,2020-07-03 13:41:29,10,2,1.891,0.085,0.154,0.13,57.71
1850,2020-07-03 13:48:14,10,5,1.405,0.06,0.154,0.133,58.61
1851,2020-07-03 13:49:22,10,4,1.536,0.055,0.157,0.19,57.34
1852,2020-07-03 13:49:24,10,1,1.896,0.06,0.165,0.08,57.4
1853,2020-07-03 13:49:32,10,3,1.552,0.082,0.154,0.2,52.27
1854,2020-07-03 13:51:32,10,2,1.308,0.096,0.189,0.157,55.38
1855,2020-07-03 13:58:14,10,5,1.201,0.085,0.129,0.147,61.19
1856,2020-07-03 13:59:17,10,4,1.891,0.086,0.184,0.1,55.65
1857,2020-07-03 13:59:22,10,1,1.229,0.093,0.2,0.097,59.13
1858,2020-07-03 13:59:36,10,3,1.734,0.074,0.203,0.113,59.34
1859,2020-07-03 14:01:34,10,2,1.633,0.109,0.209,0.157,52.06
